[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
[0 0 0 0 0 0 0 0 0 3 0 3 0 0 3 0 3 0 0 0 0 3 3 0 0 0 0 3 3 1 0]
[0 0 0 0 0 3 3 0 0 3 3 3 0 1 3 0 3 0 3 0 1 3 3 0 0 0 3 3 3 1 0]
[0 0 0 0 1 3 3 1 0 3 3 3 0 1 3 3 3 0 3 0 1 3 3 0 0 0 3 3 3 3 0]
[0 0 0 0 1 3 1 1 0 3 3 3 3 1 3 3 3 0 3 0 1 3 3 0 0 0 1 3 1 3 0]
[0 0 0 0 1 3 1 1 0 3 3 3 3 1 3 3 3 0 3 3 1 3 3 0 0 0 1 1 1 3 0]
[0 0 0 0 1 3 1 1 0 3 3 3 1 1 3 3 3 0 3 3 1 3 3 0 0 0 1 1 1 3 0]
[0 0 0 0 1 1 1 1 0 3 3 3 1 1 3 3 3 3 3 3 1 1 3 0 0 0 1 1 1 1 0]
[0 0 3 0 1 1 1 1 0 0 3 3 1 1 3 3 3 3 3 1 1 1 3 0 0 0 1 1 1 1 0]
[0 3 3 0 1 1 1 1 0 0 3 3 1 1 1 3 3 3 3 1 1 1 3 0 0 0 1 1 1 1 0]
[0 3 3 0 1 1 1 1 0 0 3 3 1 1 1 3 3 3 3 1 1 1 3 0 0 3 1 1 1 1 0]
[0 1 3 0 1 1 1 1 0 0 3 3 1 1 1 1 3 3 3 1 1 1 3 0 0 1 1 1 1 1 0]
[0 1 3 0 1 1 1 1 3 0 3 3 1 1 1 1 0 3 3 1 1 1 3 0 0 1 1 1 1 1 3]
[0 1 3 0 1 1 1 1 3 0 3 3 1 1 1 1 0 3 3 1 1 1 3 0 0 1 1 1 1 1 3]
[0 1 3 0 1 1 1 1 1 0 3 1 1 1 1 1 0 3 3 1 1 1 3 0 4 1 1 1 1 1 3]
[0 1 1 0 1 1 1 1 1 0 2 1 1 1 1 1 0 3 1 1 1 1 1 0 4 1 1 1 1 1 3]
[0 1 1 0 1 1 1 1 1 3 2 1 1 1 1 1 0 1 1 1 1 1 1 0 4 1 1 1 1 1 1]
[0 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 0 4 1 1 1 1 1 0 4 1 1 1 1 1 1]
[0 4 1 1 1 1 1 1 1 3 1 4 1 1 1 1 0 4 1 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 3 1 4 1 1 1 1 3 4 1 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 3 4 4 1 1 1 1 3 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 4 4 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 4 4 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 4 1 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 4 1 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 4 1 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 4 4 1 1 1 1 0 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 4 1 1 1 1 1 3 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 4 1 1 1 1 1 3 4 1 1 1 1 1 1]
[4 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 4 1 1 1 1 1 1 4 1 1 1 1 1 1]
[1 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 4 1 1 1 1 1 1 4 1 1 1 1 1 1]
[1 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 1 1 1 1 1 1]
[1 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 1 1 1 1 1 1]
[1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
[array([1])]
[1]
[[1]]

<ipython-input-74-2cf1b4506798>:123: FutureWarning: Unlike other reduction functions (e.g. `skew`, `kurtosis`), the default behavior of `mode` typically preserves the axis it acts along. In SciPy 1.11.0, this behavior will change: the default value of `keepdims` will become False, the `axis` over which the statistic is taken will be eliminated, and the value None will no longer be accepted. Set `keepdims` to True or False to avoid this warning.
  mode = st.mode(np.array([np.argmax(n.state[-5:]) for n in nodes]))


